10000,PKR,USD,,1000
10001,MYR,USD,23/12/2017,1000
10002,MYR,MYR,23/2/2017,3333
10003,MYR,USD,23/2/2017,34343
10004,PKR,PKR,23/2/2017,1000
10005,PKR,USD,,2000
10006,PKR,MYR,23/2/2017,1000
10007,PKR,USD,23/2/2017,1000
10008,PKR,PKR,23/2/2017,1000
10009,PKR,MYR,23/2/2017,1000
10010,PKR,USD,23/2/2017,1000
10011,PKR,USD,23/2/2017,1000
10012,PKR,MYR,23/2/2017,1000
10013,PKR,PKR,23/2/2017,1000
10014,MYR,,23/2/2017,1000
10015,PKR,USD,23/2/2017,1000
10016,EURO,USD,,1000
10017,PKR,USD,23/2/2017,1000
10018,PKR,USD,23/2/2017,1000
10019,USD,MYR,,1000
10020,PKR,USD,23/2/2017,1000
10021,PKR,USD,23/2/2017,1001
10022,MYR,USD,23/2/2017,1002
10023,MYR,MYR,23/2/2017,1003
10024,MYR,USD,23/2/2017,1004
10025,PKR,PKR,23/2/2017,1005
10026,PKR,USD,,1006
10027,PKR,MYR,23/2/2017,1007
10028,PKR,USD,23/2/2017,1008
10029,PKR,PKR,23/2/2017,1009
10030,PKR,MYR,23/2/2017,1010
10031,PKR,USD,23/2/2017,1011
10032,PKR,USD,23/2/2017,1012
10033,PKR,MYR,23/2/2017,1013
10034,PKR,PKR,23/2/2017,1014
10035,MYR,,23/2/2017,1015
10036,PKR,USD,23/2/2017,1016
10037,EURO,USD,,1017
10038,PKR,USD,23/2/2017,1018
10039,PKR,USD,23/2/2017,1019
10040,USD,MYR,,1020
10041,PKR,USD,23/2/2017,1021
10042,PKR,USD,23/2/2017,1022
10043,MYR,USD,23/2/2017,1023
10044,MYR,MYR,23/2/2017,1024
10045,MYR,USD,23/2/2017,1025
10046,PKR,PKR,23/2/2017,1026
10047,PKR,USD,,1027
10048,PKR,MYR,23/2/2017,1028
10049,PKR,USD,23/2/2017,1029
10050,PKR,PKR,23/2/2017,1030
10051,PKR,MYR,23/2/2017,1031
10052,PKR,USD,23/2/2017,1032
10053,PKR,USD,23/2/2017,1033
10054,PKR,MYR,23/2/2017,1034
10055,PKR,PKR,23/2/2017,1035
10056,MYR,,23/2/2017,1036
10057,PKR,USD,23/2/2017,1037
10058,EURO,USD,,1038
10059,PKR,USD,23/2/2017,1039
10060,PKR,USD,23/2/2017,1040
10061,USD,MYR,,1041
10062,PKR,USD,23/2/2017,1042
10063,PKR,USD,23/2/2017,1043
10064,MYR,USD,23/2/2017,1044
10065,MYR,MYR,23/2/2017,1045
10066,MYR,USD,23/2/2017,1046
10067,PKR,PKR,23/2/2017,1047
10068,PKR,USD,,1048
10069,PKR,MYR,23/2/2017,1049
10070,PKR,USD,23/2/2017,1050
10071,PKR,PKR,23/2/2017,1051
10072,PKR,MYR,23/2/2017,1052
10073,PKR,USD,23/2/2017,1053
10074,PKR,USD,23/2/2017,1054
10075,PKR,MYR,23/2/2017,1055
10076,PKR,PKR,23/2/2017,1056
10077,MYR,,23/2/2017,1057
10078,PKR,USD,23/2/2017,1058
10079,EURO,USD,,1059
10080,PKR,USD,23/2/2017,1060
10081,PKR,USD,23/2/2017,1061
10082,USD,MYR,,1062
10083,PKR,USD,23/2/2017,1063
10084,PKR,USD,23/2/2017,1064
10085,MYR,USD,23/2/2017,1065
10086,MYR,MYR,23/2/2017,1066
10087,MYR,USD,23/2/2017,1067
10088,PKR,PKR,23/2/2017,1068
10089,PKR,USD,,1069
10090,PKR,MYR,23/2/2017,1070
10091,PKR,USD,23/2/2017,1071
10092,PKR,PKR,23/2/2017,1072
10093,PKR,MYR,23/2/2017,1073
10094,PKR,USD,23/2/2017,1074
10095,PKR,USD,23/2/2017,1075
10096,PKR,MYR,23/2/2017,1076
10097,PKR,PKR,23/2/2017,1077
10098,MYR,,23/2/2017,1078
10099,PKR,USD,23/2/2017,1079
10100,EURO,USD,,1080
10101,PKR,USD,23/2/2017,1081
10102,PKR,USD,23/2/2017,1082
10103,USD,MYR,,1083
10104,PKR,USD,23/2/2017,1084
10105,PKR,USD,23/2/2017,1085
10106,MYR,USD,23/2/2017,1086
10107,MYR,MYR,23/2/2017,1087
10108,MYR,USD,23/2/2017,1088
10109,PKR,PKR,23/2/2017,1089
10110,PKR,USD,,1090
10111,PKR,MYR,23/2/2017,1091
10112,PKR,USD,23/2/2017,1092
10113,PKR,PKR,23/2/2017,1093
10114,PKR,MYR,23/2/2017,1094
10115,PKR,USD,23/2/2017,1095
10116,PKR,USD,23/2/2017,1096
10117,PKR,MYR,23/2/2017,1097
10118,PKR,PKR,23/2/2017,1098
10119,MYR,,23/2/2017,1099
10120,PKR,USD,23/2/2017,1100
10121,EURO,USD,,1101
10122,PKR,USD,23/2/2017,1102
10123,PKR,USD,23/2/2017,1103
10124,USD,MYR,,1104
10125,PKR,USD,23/2/2017,1105
10126,PKR,USD,23/2/2017,1106
10127,MYR,USD,23/2/2017,1107
10128,MYR,MYR,23/2/2017,1108
10129,MYR,USD,23/2/2017,1109
10130,PKR,PKR,23/2/2017,1110
10131,PKR,USD,,1111
10132,PKR,MYR,23/2/2017,1112
10133,PKR,USD,23/2/2017,1113
10134,PKR,PKR,23/2/2017,1114
10135,PKR,MYR,23/2/2017,1115
10136,PKR,USD,23/2/2017,1116
10137,PKR,USD,23/2/2017,1117
10138,PKR,MYR,23/2/2017,1118
10139,PKR,PKR,23/2/2017,1119
10140,MYR,,23/2/2017,1120
10141,PKR,USD,23/2/2017,1121
10142,EURO,USD,,1122
10143,PKR,USD,23/2/2017,1123
10144,PKR,USD,23/2/2017,1124
10145,USD,MYR,,1125
10146,PKR,USD,23/2/2017,1126
10147,PKR,USD,23/2/2017,1127
10148,MYR,USD,23/2/2017,1128
10149,MYR,MYR,23/2/2017,1129
10150,MYR,USD,23/2/2017,1130
10151,PKR,PKR,23/2/2017,1131
10152,PKR,USD,,1132
10153,PKR,MYR,23/2/2017,1133
10154,PKR,USD,23/2/2017,1134
10155,PKR,PKR,23/2/2017,1135
10156,PKR,MYR,23/2/2017,1136
10157,PKR,USD,23/2/2017,1137
10158,PKR,USD,23/2/2017,1138
10159,PKR,MYR,23/2/2017,1139
10160,PKR,PKR,23/2/2017,1140
10161,MYR,,23/2/2017,1141
10162,PKR,USD,23/2/2017,1142
10163,EURO,USD,,1143
10164,PKR,USD,23/2/2017,1144
10165,PKR,USD,23/2/2017,1145
10166,USD,MYR,,1146
10167,PKR,USD,23/2/2017,1147
10168,PKR,USD,23/2/2017,1148
10169,MYR,USD,23/2/2017,1149
10170,MYR,MYR,23/2/2017,1150
10171,MYR,USD,23/2/2017,1151
10172,PKR,PKR,23/2/2017,1152
10173,PKR,USD,,1153
10174,PKR,MYR,23/2/2017,1154
10175,PKR,USD,23/2/2017,1155
10176,PKR,PKR,23/2/2017,1156
10177,PKR,MYR,23/2/2017,1157
10178,PKR,USD,23/2/2017,1158
10179,PKR,USD,23/2/2017,1159
10180,PKR,MYR,23/2/2017,1160
10181,PKR,PKR,23/2/2017,1161
10182,MYR,,23/2/2017,1162
10183,PKR,USD,23/2/2017,1163
10184,EURO,USD,,1164
10185,PKR,USD,23/2/2017,1165
10186,PKR,USD,23/2/2017,1166
10187,USD,MYR,,1167
10188,PKR,USD,23/2/2017,1168
10189,PKR,USD,23/2/2017,1169
10190,MYR,USD,23/2/2017,1170
10191,MYR,MYR,23/2/2017,1171
10192,MYR,USD,23/2/2017,1172
10193,PKR,PKR,23/2/2017,1173
10194,PKR,USD,,1174
10195,PKR,MYR,23/2/2017,1175
10196,PKR,USD,23/2/2017,1176
10197,PKR,PKR,23/2/2017,1177
10198,PKR,MYR,23/2/2017,1178
10199,PKR,USD,23/2/2017,1179
10200,PKR,USD,23/2/2017,1180
10201,PKR,MYR,23/2/2017,1181
10202,PKR,PKR,23/2/2017,1182
10203,MYR,,23/2/2017,1183
10204,PKR,USD,23/2/2017,1184
10205,EURO,USD,,1185
10206,PKR,USD,23/2/2017,1186
10207,PKR,USD,23/2/2017,1187
10208,USD,MYR,,1188
10209,PKR,USD,23/2/2017,1189
10210,PKR,USD,23/2/2017,1190
10211,MYR,USD,23/2/2017,1191
10212,MYR,MYR,23/2/2017,1192
10213,MYR,USD,23/2/2017,1193
10214,PKR,PKR,23/2/2017,1194
